UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,token_id,feature
22,Kreshaz,#106,#7,#78,#64,#5,#10,#15,#8,5998,
22,Crugor,#83,#6,#50,#43,#4,#7,#15,#8,5999,
16,Nimmebis,#83,#5,#122,#46,#6,#4,#14,#8,6000,
12,Bianthez,#116,#7,#94,#27,#2,#6,#0,#8,6001,
11,Odau,#71,#0,#9,#64,#6,#5,#15,#3,6002,
22,Sthriabruu,#91,#1,#52,#61,#2,#6,#15,#8,6003,
15,Ogoss,#112,#13,#122,#80,#3,#1,#15,#3,6004,
22,Wroiknoighiarth,#54,#8,#115,#34,#4,#9,#15,#8,6005,
22,Raolthumlau,#12,#11,#112,#80,#5,#2,#15,#8,6006,
12,Uurzhuuss,#56,#4,#25,#59,#4,#8,#13,#8,6007,
12,Goxaoz,#67,#11,#47,#65,#7,#8,#1,#8,6008,
12,Wrixtrous,#79,#11,#53,#45,#4,#5,#12,#8,6009,
22,Droillu,#93,#8,#86,#0,#7,#0,#15,#8,6010,
25,Nausthiossou,#71,#0,#122,#38,#0,#10,#15,#8,6011,
22,Maondraan,#26,#4,#69,#9,#4,#9,#15,#8,6012,
12,Kazzathruth,#122,#5,#13,#62,#6,#6,#13,#8,6013,
22,Pruumaandraah,#28,#7,#22,#5,#2,#2,#15,#8,6014,
22,Glakiuh,#121,#1,#25,#38,#1,#6,#15,#8,6015,
25,Coimmournuz,#124,#9,#122,#28,#0,#5,#15,#8,6016,
22,Miurealthaa,#22,#2,#3,#26,#0,#7,#15,#8,6017,
16,Rertossoil,#44,#10,#122,#2,#2,#9,#12,#8,6018,
11,Kirtabrerm,#17,#6,#73,#3,#3,#6,#15,#3,6019,
22,Autoithruh,#40,#4,#64,#6,#4,#3,#15,#8,6020,
15,Llelraah,#33,#5,#122,#66,#4,#8,#15,#6,6021,
11,Ioba,#3,#7,#103,#3,#0,#5,#15,#4,6022,
22,Ammiphuth,#65,#12,#79,#27,#5,#10,#15,#8,6023,
22,Ogroinnaoth,#67,#13,#120,#45,#1,#8,#15,#8,6024,
16,Bloulmaoh,#87,#12,#122,#87,#2,#5,#7,#8,6025,
26,Slaphenga,#3,#6,#122,#55,#3,#5,#15,#8,6026,Game Token
22,Aaldo,#74,#14,#42,#71,#5,#5,#15,#8,6027,
22,Tabrothrul,#99,#9,#52,#55,#4,#10,#15,#8,6028,
11,Drarro,#129,#6,#116,#22,#2,#0,#15,#2,6029,
25,Hoistrilmuw,#27,#8,#122,#5,#6,#9,#15,#8,6030,
22,Vrorsoic,#90,#1,#108,#49,#4,#9,#15,#8,6031,
16,Srehaaldok,#8,#9,#122,#16,#1,#7,#4,#8,6032,
22,Iadoimmius,#17,#3,#81,#87,#5,#6,#15,#8,6033,
22,Baaszaa,#55,#11,#17,#71,#5,#6,#15,#8,6034,
26,Joxxeass,#95,#2,#122,#44,#5,#0,#15,#8,6035,Game Token
12,Orchurkior,#87,#9,#113,#72,#0,#1,#7,#8,6036,
22,Yorkaddarth,#32,#0,#86,#79,#0,#0,#15,#8,6037,
22,Methraur,#81,#7,#64,#31,#3,#9,#15,#8,6038,
16,Chingu,#67,#1,#122,#84,#5,#6,#4,#8,6039,
22,Xiarphoh,#87,#0,#101,#56,#7,#0,#15,#8,6040,
22,Shraobhius,#71,#3,#35,#35,#4,#3,#15,#8,6041,
12,Iguurro,#72,#14,#0,#80,#2,#5,#0,#8,6042,
22,Shriuzzinsuth,#103,#12,#83,#28,#2,#6,#15,#8,6043,
22,Blarur,#75,#9,#66,#48,#6,#10,#15,#8,6044,
15,Thikaullea,#75,#10,#122,#59,#3,#0,#15,#4,6045,
22,Khauzzett,#131,#5,#39,#59,#3,#9,#15,#8,6046,
15,Slassudrouw,#89,#7,#122,#77,#2,#9,#15,#1,6047,
22,Strurtirorth,#63,#8,#55,#56,#1,#1,#15,#8,6048,
22,Thrunsean,#76,#8,#112,#43,#0,#1,#15,#8,6049,
11,Ethror,#64,#6,#73,#86,#1,#1,#15,#5,6050,
22,Bothriow,#90,#13,#52,#74,#7,#9,#15,#8,6051,
22,Blagrebarth,#91,#4,#45,#16,#4,#4,#15,#8,6052,
25,Ophregrez,#101,#9,#122,#75,#0,#3,#15,#8,6053,
22,Sthraokkuk,#11,#3,#74,#17,#0,#5,#15,#8,6054,
22,Glubos,#48,#8,#103,#50,#4,#8,#15,#8,6055,
22,Moissuthirth,#122,#9,#74,#68,#2,#9,#15,#8,6056,
16,Verristre,#102,#11,#122,#21,#7,#8,#13,#8,6057,
22,Phraathioxah,#21,#2,#87,#31,#5,#1,#15,#8,6058,
22,Ateangol,#129,#0,#33,#47,#1,#8,#15,#8,6059,
12,Phinta,#97,#14,#121,#2,#3,#3,#8,#8,6060,
12,Wuukriohaun,#114,#1,#106,#0,#4,#9,#12,#8,6061,
22,Jimmoth,#74,#4,#64,#15,#5,#7,#15,#8,6062,
22,Soirindox,#17,#14,#1,#81,#6,#2,#15,#8,6063,
22,Thubren,#70,#11,#87,#33,#5,#8,#15,#8,6064,
22,Cotho,#44,#4,#28,#0,#4,#4,#15,#8,6065,
26,Parrunta,#78,#5,#122,#14,#3,#8,#15,#8,6066,Game Token
25,Goubbaolphol,#102,#8,#122,#0,#3,#4,#15,#8,6067,
12,Ointesu,#28,#14,#78,#81,#0,#1,#7,#8,6068,
22,Dughoghoi,#10,#9,#104,#83,#7,#10,#15,#8,6069,
25,Daaboi,#17,#10,#122,#13,#0,#10,#15,#8,6070,
22,Voulthenix,#59,#13,#100,#27,#1,#9,#15,#8,6071,
22,Coggor,#85,#10,#49,#79,#3,#7,#15,#8,6072,
11,Vungasan,#102,#14,#51,#0,#6,#10,#15,#7,6073,
16,Traral,#83,#13,#122,#30,#5,#7,#9,#8,6074,
15,Sholrath,#70,#5,#122,#84,#3,#10,#15,#6,6075,
25,Kiannaobbaa,#124,#6,#122,#1,#6,#1,#15,#8,6076,
12,Cheatathuuk,#29,#13,#75,#2,#6,#10,#0,#8,6077,
22,Sthasuderr,#123,#1,#101,#51,#3,#6,#15,#8,6078,
22,Thraabhuumfous,#63,#13,#111,#61,#1,#6,#15,#8,6079,
25,Wuthrihiuz,#6,#7,#122,#9,#5,#2,#15,#8,6080,
25,Bloxtrassahr,#18,#11,#122,#86,#6,#0,#15,#8,6081,
12,Lurzhol,#60,#6,#98,#61,#0,#4,#13,#8,6082,
25,Sthaltuth,#35,#10,#122,#54,#4,#8,#15,#8,6083,
12,Iorlath,#79,#5,#79,#38,#3,#3,#11,#8,6084,
25,Maxi,#11,#11,#122,#84,#7,#7,#15,#8,6085,
22,Baaxxerpott,#33,#0,#108,#17,#2,#4,#15,#8,6086,
11,Zauthroiz,#98,#13,#34,#70,#5,#4,#15,#6,6087,
2,Thruthrin,#69,#13,#82,#67,#7,#1,#12,#7,6088,
22,Uceas,#86,#9,#17,#36,#5,#5,#15,#8,6089,
25,Luzon,#125,#10,#122,#41,#3,#7,#15,#8,6090,
12,Strekriuhr,#21,#12,#59,#40,#5,#0,#14,#8,6091,
25,Wrikrett,#128,#11,#122,#5,#2,#7,#15,#8,6092,
25,Silphaath,#83,#1,#122,#14,#1,#4,#15,#8,6093,
22,Bliunton,#59,#7,#0,#83,#1,#10,#15,#8,6094,
25,Slaammolphaos,#127,#9,#122,#87,#3,#0,#15,#8,6095,
22,Xenru,#123,#5,#102,#7,#5,#6,#15,#8,6096,
11,Othoiw,#34,#4,#16,#83,#5,#1,#15,#6,6097,
22,Crekrutrir,#1,#6,#84,#29,#2,#9,#15,#8,6098,
25,Prostreanas,#43,#12,#122,#8,#3,#3,#15,#8,6099,
22,Eknaac,#36,#5,#78,#86,#7,#3,#15,#8,6100,
22,Sthrassuphrouz,#77,#1,#121,#42,#7,#1,#15,#8,6101,
22,Strethroith,#33,#0,#113,#48,#6,#10,#15,#8,6102,
22,Prokaltourr,#131,#5,#120,#83,#0,#3,#15,#8,6103,
12,Rearaandren,#31,#4,#45,#70,#7,#9,#1,#8,6104,
22,Linephaan,#33,#10,#76,#8,#1,#1,#15,#8,6105,
5,Crindux,#34,#2,#122,#24,#5,#2,#3,#3,6106,
22,Khaltulthaw,#96,#13,#93,#61,#2,#2,#15,#8,6107,
11,Marchioss,#131,#0,#49,#32,#6,#8,#15,#7,6108,
12,Sthrugrauxxea,#114,#11,#48,#73,#3,#10,#14,#8,6109,
22,Naumuushaaz,#99,#1,#75,#78,#3,#10,#15,#8,6110,
22,Greantho,#15,#14,#18,#53,#5,#0,#15,#8,6111,
22,Sthirdaa,#85,#7,#104,#83,#5,#7,#15,#8,6112,
12,Jilta,#8,#6,#69,#8,#5,#9,#13,#8,6113,
22,Xaxtruur,#49,#9,#96,#31,#0,#9,#15,#8,6114,
22,Aasthabron,#52,#9,#89,#39,#0,#3,#15,#8,6115,
22,Kridoss,#11,#1,#58,#22,#3,#0,#15,#8,6116,
12,Blegnoikkao,#40,#1,#74,#51,#2,#7,#10,#8,6117,
12,Chagnax,#68,#14,#72,#43,#6,#9,#6,#8,6118,
12,Dhuddias,#86,#1,#101,#47,#6,#1,#14,#8,6119,
16,Wroura,#66,#3,#122,#81,#0,#9,#8,#8,6120,
12,Etil,#24,#5,#19,#30,#7,#5,#14,#8,6121,
12,Bauntiahiz,#100,#1,#115,#49,#3,#9,#9,#8,6122,
22,Sthreastrelloul,#27,#10,#17,#40,#4,#6,#15,#8,6123,
22,Vezzik,#21,#5,#100,#84,#4,#2,#15,#8,6124,
22,Crajommath,#128,#1,#85,#27,#1,#0,#15,#8,6125,
11,Phraasthao,#83,#2,#11,#63,#6,#2,#15,#7,6126,
22,Pabliz,#10,#8,#1,#44,#6,#0,#15,#8,6127,
22,Yiulpholphin,#77,#7,#20,#40,#4,#9,#15,#8,6128,
22,Praaphrarioz,#126,#14,#97,#18,#6,#7,#15,#8,6129,
22,Phriubhi,#130,#7,#91,#31,#0,#9,#15,#8,6130,
22,Xionexxurr,#126,#12,#96,#15,#6,#0,#15,#8,6131,
22,Hakren,#77,#4,#68,#39,#3,#5,#15,#8,6132,
22,Kobi,#37,#4,#50,#49,#1,#7,#15,#8,6133,
25,Huuxhun,#21,#4,#122,#79,#1,#7,#15,#8,6134,
22,Budatt,#89,#3,#116,#26,#7,#7,#15,#8,6135,
11,Mintaa,#31,#1,#89,#83,#7,#1,#15,#7,6136,
2,Wreno,#50,#1,#47,#12,#2,#0,#10,#0,6137,
25,Blouxhia,#56,#14,#122,#4,#3,#1,#15,#8,6138,
22,Shioheahre,#6,#2,#35,#59,#5,#8,#15,#8,6139,
22,Nuunnouxun,#130,#14,#66,#16,#4,#3,#15,#8,6140,
12,Sthrughess,#104,#0,#65,#80,#3,#8,#8,#8,6141,
2,Yialduukhau,#16,#8,#119,#12,#0,#6,#13,#4,6142,
22,Phrialphuugno,#105,#5,#110,#65,#6,#5,#15,#8,6143,
12,Yarzhihauhr,#87,#10,#64,#12,#1,#6,#1,#8,6144,
25,Wengaobhuu,#19,#10,#122,#17,#4,#4,#15,#8,6145,
22,Shoirsoile,#72,#0,#116,#84,#2,#9,#15,#8,6146,
16,Yaakhuun,#122,#8,#122,#65,#0,#7,#8,#8,6147,
12,Vreazzel,#27,#1,#54,#56,#1,#9,#10,#8,6148,
16,Saathoulphoi,#43,#12,#122,#75,#7,#10,#5,#8,6149,
11,Biugru,#100,#11,#69,#35,#6,#8,#15,#5,6150,
25,Xehrau,#54,#1,#122,#48,#0,#8,#15,#8,6151,
22,Vunrenra,#51,#8,#90,#17,#3,#0,#15,#8,6152,
22,Gralfobroin,#131,#3,#52,#1,#5,#8,#15,#8,6153,
25,Sebledass,#8,#6,#122,#67,#5,#3,#15,#8,6154,
12,Krurzhoss,#110,#10,#32,#51,#3,#9,#5,#8,6155,
26,Glolthaoz,#27,#5,#122,#80,#2,#2,#15,#8,6156,Game Token
22,Teszerm,#0,#9,#10,#69,#2,#4,#15,#8,6157,
22,Sthundes,#98,#3,#65,#42,#1,#4,#15,#8,6158,
25,Nursibhuu,#28,#2,#122,#66,#6,#10,#15,#8,6159,
11,Raamluunnuz,#81,#0,#1,#29,#3,#9,#15,#5,6160,
12,Jeasix,#24,#6,#66,#47,#5,#4,#5,#8,6161,
22,Pruzzar,#87,#12,#81,#55,#7,#10,#15,#8,6162,
12,Youmfaussi,#36,#6,#30,#49,#5,#9,#4,#8,6163,
16,Mokkil,#29,#13,#122,#54,#1,#4,#7,#8,6164,
25,Thoghos,#73,#0,#122,#51,#0,#0,#15,#8,6165,
11,Themmuphio,#104,#2,#9,#12,#7,#7,#15,#5,6166,
22,Muulmioh,#111,#5,#119,#81,#0,#1,#15,#8,6167,
16,Jiottehleh,#46,#12,#122,#9,#1,#9,#8,#8,6168,
22,Betehr,#19,#3,#80,#51,#2,#10,#15,#8,6169,
16,Krajunthan,#7,#12,#122,#56,#5,#6,#8,#8,6170,
11,Xadroihlon,#12,#10,#78,#38,#1,#0,#15,#3,6171,
25,Phokregrois,#96,#5,#122,#20,#6,#10,#15,#8,6172,
11,Sthogaazu,#96,#8,#27,#59,#1,#7,#15,#2,6173,
25,Gritrauxxitt,#62,#11,#122,#22,#7,#4,#15,#8,6174,
22,Ghighoxtrow,#97,#11,#118,#3,#1,#2,#15,#8,6175,
25,Saaloithao,#94,#8,#122,#1,#7,#10,#15,#8,6176,
11,Xochio,#17,#5,#40,#0,#1,#2,#15,#7,6177,
22,Thoxhioz,#71,#2,#94,#14,#0,#5,#15,#8,6178,
22,Kriphakkak,#13,#5,#27,#48,#4,#3,#15,#8,6179,
12,Iodhedruuh,#116,#13,#114,#55,#2,#0,#14,#8,6180,
22,Thriuttaaciu,#90,#1,#66,#32,#5,#7,#15,#8,6181,
15,Hohissiu,#39,#10,#122,#62,#3,#3,#15,#7,6182,
25,Resaaw,#60,#6,#122,#48,#0,#6,#15,#8,6183,
22,Prenru,#121,#14,#45,#65,#5,#8,#15,#8,6184,
12,Bloukhiadao,#82,#6,#41,#58,#7,#8,#0,#8,6185,
26,Slarzix,#71,#11,#122,#9,#2,#10,#15,#8,6186,Game Token
22,Sliorkok,#115,#5,#30,#22,#0,#1,#15,#8,6187,
22,Thregreas,#66,#4,#39,#70,#3,#3,#15,#8,6188,
12,Aarphiottaas,#28,#4,#13,#54,#6,#5,#13,#8,6189,
12,Aadis,#23,#14,#74,#74,#6,#9,#9,#8,6190,
22,Thaszagroc,#82,#10,#90,#28,#5,#8,#15,#8,6191,
22,Yebhiath,#114,#13,#99,#42,#5,#8,#15,#8,6192,
12,Gauntaurchol,#80,#0,#84,#62,#4,#10,#10,#8,6193,
22,Riurdozzorth,#118,#8,#63,#9,#3,#6,#15,#8,6194,
22,Vremmentharr,#104,#14,#77,#36,#1,#5,#15,#8,6195,
22,Tuthandix,#19,#5,#18,#34,#1,#1,#15,#8,6196,
25,Mioraa,#35,#9,#122,#34,#3,#9,#15,#8,6197,
22,Xetheabluk,#82,#14,#14,#30,#0,#10,#15,#8,6198,
22,Pirnia,#54,#6,#78,#26,#5,#5,#15,#8,6199,
11,Hethre,#16,#8,#117,#17,#7,#10,#15,#0,6200,
15,Yezziltho,#115,#0,#122,#29,#5,#4,#15,#2,6201,
25,Bhulmia,#94,#9,#122,#88,#4,#2,#15,#8,6202,
12,Sthruttoumaus,#105,#0,#0,#44,#3,#2,#6,#8,6203,
22,Aamfous,#94,#10,#95,#79,#1,#3,#15,#8,6204,
12,Stiuzoithre,#5,#11,#68,#7,#5,#6,#11,#8,6205,
22,Wreantoibran,#103,#4,#74,#38,#7,#0,#15,#8,6206,
22,Friulrau,#62,#12,#7,#20,#4,#7,#15,#8,6207,
22,Taddoz,#8,#7,#27,#64,#1,#4,#15,#8,6208,
15,Siolau,#24,#11,#122,#13,#4,#0,#15,#7,6209,
2,Phraarli,#0,#1,#45,#75,#2,#5,#8,#6,6210,
25,Grikrau,#91,#13,#122,#14,#5,#8,#15,#8,6211,
22,Lilte,#97,#3,#43,#84,#5,#0,#15,#8,6212,
25,Tinez,#59,#14,#122,#37,#7,#9,#15,#8,6213,
16,Tecith,#34,#11,#122,#17,#0,#5,#12,#8,6214,
12,Vrashuz,#37,#11,#65,#11,#1,#9,#5,#8,6215,
16,Griubbaoth,#131,#9,#122,#71,#5,#10,#3,#8,6216,
22,Therrath,#35,#6,#89,#41,#1,#5,#15,#8,6217,
22,Ploistroith,#59,#7,#105,#49,#5,#10,#15,#8,6218,
2,Slongaones,#53,#0,#24,#77,#6,#1,#13,#7,6219,
22,Bistrok,#71,#10,#121,#9,#3,#4,#15,#8,6220,
11,Phrathrekhoth,#96,#9,#102,#45,#3,#9,#15,#5,6221,
2,Ildea,#95,#7,#118,#3,#3,#4,#10,#7,6222,
22,Trocaon,#120,#11,#67,#70,#1,#4,#15,#8,6223,
25,Senissa,#30,#12,#122,#15,#0,#5,#15,#8,6224,
22,Wriandiugis,#87,#8,#58,#28,#1,#7,#15,#8,6225,
11,Ephiobre,#9,#12,#72,#71,#6,#1,#15,#3,6226,
25,Shotis,#118,#0,#122,#61,#4,#7,#15,#8,6227,
22,Searneth,#20,#11,#73,#75,#6,#2,#15,#8,6228,
16,Sthoibbaos,#124,#0,#122,#71,#4,#5,#5,#8,6229,
22,Thriarzez,#100,#8,#34,#14,#5,#0,#15,#8,6230,
22,Teabhaas,#19,#3,#72,#14,#6,#4,#15,#8,6231,
22,Shaoneah,#24,#6,#18,#14,#1,#0,#15,#8,6232,
22,Lukhor,#98,#1,#22,#63,#1,#9,#15,#8,6233,
25,Strakhasos,#85,#13,#122,#75,#5,#8,#15,#8,6234,
25,Slaxhourith,#125,#9,#122,#86,#6,#6,#15,#8,6235,
22,Slentix,#50,#5,#15,#20,#6,#4,#15,#8,6236,
22,Odik,#4,#4,#50,#82,#7,#3,#15,#8,6237,
25,Triultiussorth,#14,#10,#122,#73,#6,#4,#15,#8,6238,
22,Llelfaah,#54,#11,#56,#21,#5,#5,#15,#8,6239,
25,Gitek,#110,#10,#122,#63,#5,#3,#15,#8,6240,
12,Sealfeaxhiu,#79,#1,#51,#56,#6,#4,#3,#8,6241,
25,Xatrew,#34,#12,#122,#85,#4,#2,#15,#8,6242,
12,Thriugauh,#27,#12,#96,#3,#0,#7,#2,#8,6243,
22,Xablorm,#90,#11,#29,#17,#2,#7,#15,#8,6244,
25,Tuulmaol,#6,#8,#122,#31,#6,#7,#15,#8,6245,
2,Crusikko,#108,#0,#87,#4,#5,#0,#13,#6,6246,
22,Louthognow,#85,#5,#2,#11,#5,#4,#15,#8,6247,
25,Sloggosaw,#27,#3,#122,#74,#7,#10,#15,#8,6248,
22,Sliallia,#5,#3,#86,#11,#4,#5,#15,#8,6249,
12,Kiarloichea,#85,#0,#10,#0,#4,#8,#9,#8,6250,
25,Siublax,#96,#0,#122,#12,#1,#4,#15,#8,6251,
11,Uuxxul,#93,#11,#112,#10,#6,#6,#15,#5,6252,
22,Stiobbiah,#131,#4,#94,#37,#7,#0,#15,#8,6253,
25,Nughuu,#121,#14,#122,#46,#1,#0,#15,#8,6254,
22,Thugrac,#118,#9,#85,#10,#2,#4,#15,#8,6255,
22,Bibriundrau,#11,#4,#99,#82,#4,#7,#15,#8,6256,
5,Cruugnemix,#87,#13,#122,#6,#0,#10,#9,#5,6257,
22,Yabraaddith,#46,#4,#41,#65,#7,#8,#15,#8,6258,
12,Bliduurm,#83,#6,#51,#53,#1,#3,#2,#8,6259,
25,Krihez,#39,#8,#122,#74,#0,#3,#15,#8,6260,
16,Miuxhel,#71,#8,#122,#84,#5,#0,#12,#8,6261,
12,Thaoldagna,#129,#2,#102,#87,#6,#9,#12,#8,6262,
12,Seadre,#68,#13,#18,#44,#3,#10,#12,#8,6263,
25,Uthia,#80,#0,#122,#76,#4,#2,#15,#8,6264,
22,Xuthaodurr,#60,#0,#19,#51,#2,#4,#15,#8,6265,
12,Sthilreth,#24,#13,#18,#4,#1,#4,#13,#8,6266,
22,Wrikirduux,#44,#12,#117,#27,#5,#9,#15,#8,6267,
22,Sujal,#30,#8,#91,#58,#5,#3,#15,#8,6268,
22,Strindammatt,#21,#14,#72,#85,#7,#2,#15,#8,6269,
22,Phuxea,#77,#11,#1,#58,#0,#8,#15,#8,6270,
22,Kiszea,#91,#9,#73,#27,#1,#9,#15,#8,6271,
12,Paphiassas,#87,#14,#70,#55,#6,#0,#7,#8,6272,
16,Praahlun,#122,#12,#122,#32,#2,#9,#3,#8,6273,
22,Daszika,#40,#1,#120,#11,#4,#7,#15,#8,6274,
16,Oldubhea,#90,#1,#122,#7,#1,#6,#9,#8,6275,
22,Krikhoc,#83,#11,#119,#74,#0,#7,#15,#8,6276,
22,Oiszi,#76,#14,#9,#14,#1,#10,#15,#8,6277,
22,Aagroithiu,#70,#2,#21,#82,#5,#9,#15,#8,6278,
12,Sisserr,#48,#2,#45,#48,#2,#3,#2,#8,6279,
25,Stheni,#119,#0,#122,#63,#4,#1,#15,#8,6280,
22,Liltalfutt,#52,#10,#38,#80,#3,#9,#15,#8,6281,
25,Yuubhuuna,#62,#8,#122,#17,#1,#5,#15,#8,6282,
26,Thriubo,#9,#2,#122,#11,#4,#2,#15,#8,6283,Game Token
22,Glettauh,#4,#14,#90,#83,#2,#5,#15,#8,6284,
16,Niurroubus,#2,#9,#122,#71,#2,#3,#14,#8,6285,
12,Aarphaa,#86,#0,#115,#74,#4,#3,#1,#8,6286,
22,Sturraa,#32,#9,#19,#72,#3,#3,#15,#8,6287,
5,Gluhloun,#26,#1,#122,#31,#0,#7,#13,#2,6288,
22,Johaxehr,#38,#11,#6,#22,#2,#2,#15,#8,6289,
25,Bretres,#51,#4,#122,#45,#4,#6,#15,#8,6290,
22,Gallau,#14,#6,#52,#53,#7,#10,#15,#8,6291,
22,Roudhauhriuz,#32,#5,#99,#68,#5,#1,#15,#8,6292,
22,Negnirm,#46,#0,#55,#57,#5,#6,#15,#8,6293,
22,Dongighin,#74,#3,#3,#17,#2,#3,#15,#8,6294,
26,Grizez,#14,#6,#122,#38,#2,#8,#15,#8,6295,Game Token
25,Thuhis,#6,#3,#122,#38,#4,#2,#15,#8,6296,
25,Bhaabrousen,#9,#8,#122,#80,#7,#10,#15,#8,6297,
22,Frouzzuu,#7,#2,#117,#10,#3,#6,#15,#8,6298,
22,Pebuu,#36,#9,#36,#69,#2,#4,#15,#8,6299,
22,Ghianthe,#45,#12,#23,#84,#2,#9,#15,#8,6300,
16,Gralluulrauz,#95,#11,#122,#44,#2,#2,#10,#8,6301,
22,Srazas,#77,#5,#18,#61,#0,#10,#15,#8,6302,
25,Trinrorr,#103,#1,#122,#61,#5,#6,#15,#8,6303,
12,Chiaggouhr,#89,#9,#72,#80,#4,#2,#8,#8,6304,
13,Gleangi,#49,#4,#12,#40,#2,#0,#6,#8,6305,
22,Ghuknaaz,#4,#2,#47,#26,#1,#9,#15,#8,6306,
22,Chuumfuuhluth,#90,#8,#109,#47,#6,#10,#15,#8,6307,
16,Stroicett,#13,#7,#122,#16,#7,#9,#5,#8,6308,
16,Bhaokaah,#125,#1,#122,#20,#5,#8,#5,#8,6309,
12,Jealmiociu,#83,#2,#113,#47,#4,#3,#4,#8,6310,
22,Ghubithrus,#58,#13,#97,#10,#1,#4,#15,#8,6311,
25,Blizzaxtrex,#48,#10,#122,#75,#6,#9,#15,#8,6312,
2,Friobhu,#53,#12,#5,#62,#2,#8,#8,#7,6313,
12,Noiluubrauz,#32,#12,#85,#33,#3,#0,#14,#8,6314,
12,Naggussiw,#23,#13,#5,#30,#4,#2,#1,#8,6315,
12,Sthaattealis,#76,#13,#105,#71,#1,#4,#6,#8,6316,
22,Dhaosseadhau,#93,#1,#99,#26,#6,#9,#15,#8,6317,
25,Frennulmiuh,#41,#11,#122,#3,#4,#6,#15,#8,6318,
12,Griandriulmaath,#70,#13,#50,#31,#4,#6,#7,#8,6319,
16,Losse,#91,#4,#122,#38,#0,#8,#14,#8,6320,
12,Hedrulti,#78,#2,#62,#29,#3,#5,#11,#8,6321,
22,Iodealu,#131,#4,#77,#56,#5,#9,#15,#8,6322,
15,Orkaphrurm,#36,#0,#122,#58,#3,#1,#15,#2,6323,
22,Voushiath,#43,#0,#79,#41,#0,#0,#15,#8,6324,
25,Xoilfuu,#110,#14,#122,#20,#0,#5,#15,#8,6325,
22,Rouxxiaxxau,#99,#7,#39,#51,#2,#8,#15,#8,6326,
22,Lerchol,#85,#4,#119,#85,#2,#4,#15,#8,6327,
25,Pruunruw,#67,#4,#122,#58,#6,#0,#15,#8,6328,
22,Losiarr,#70,#4,#36,#46,#6,#5,#15,#8,6329,
22,Thesziorchoc,#82,#10,#120,#52,#4,#7,#15,#8,6330,
22,Greltalda,#110,#13,#101,#77,#6,#4,#15,#8,6331,
22,Grerduz,#108,#12,#111,#25,#2,#6,#15,#8,6332,
15,Slasiokrias,#47,#3,#122,#63,#5,#4,#15,#7,6333,
25,Liphaus,#121,#2,#122,#1,#1,#3,#15,#8,6334,
22,Criggoss,#100,#4,#10,#10,#0,#7,#15,#8,6335,
25,Sraustrorsith,#62,#13,#122,#58,#3,#4,#15,#8,6336,
2,Strummurth,#32,#14,#84,#8,#4,#6,#10,#2,6337,
25,Yitrec,#40,#4,#122,#30,#5,#3,#15,#8,6338,
22,Stroxeggic,#27,#4,#86,#56,#7,#8,#15,#8,6339,
22,Vriorzu,#27,#5,#107,#58,#1,#1,#15,#8,6340,
22,Shiphaarphau,#93,#14,#21,#33,#1,#9,#15,#8,6341,
22,Chuuhleciu,#128,#11,#114,#85,#6,#10,#15,#8,6342,
25,Niuxhubouz,#95,#10,#122,#29,#7,#1,#15,#8,6343,
25,Daltiorchuhr,#10,#8,#122,#8,#2,#6,#15,#8,6344,
22,Sthriobru,#110,#7,#116,#22,#5,#0,#15,#8,6345,
12,Athauh,#29,#8,#95,#78,#6,#3,#10,#8,6346,
22,Methrel,#7,#9,#59,#64,#0,#5,#15,#8,6347,
12,Piuknoz,#98,#5,#42,#27,#5,#5,#6,#8,6348,
22,Fruudouz,#116,#8,#33,#57,#1,#10,#15,#8,6349,
2,Chokhahr,#123,#8,#120,#87,#3,#10,#11,#5,6350,
22,Droukhiol,#88,#4,#16,#41,#4,#1,#15,#8,6351,
22,Ionnuuz,#122,#10,#54,#37,#5,#6,#15,#8,6352,
12,Hidus,#125,#0,#36,#24,#7,#10,#9,#8,6353,
12,Cihlio,#13,#12,#105,#57,#4,#4,#10,#8,6354,
15,Brildo,#92,#6,#122,#9,#7,#9,#15,#3,6355,
22,Puuchia,#33,#9,#73,#15,#2,#8,#15,#8,6356,
22,Sheahrio,#34,#4,#5,#67,#7,#10,#15,#8,6357,
22,Kirsott,#111,#5,#23,#31,#0,#2,#15,#8,6358,
25,Wruuxxiu,#129,#1,#122,#38,#2,#3,#15,#8,6359,
25,Wouzzaah,#50,#4,#122,#72,#0,#10,#15,#8,6360,
22,Bliazzi,#37,#1,#42,#52,#7,#0,#15,#8,6361,
12,Waustra,#37,#6,#80,#10,#2,#9,#12,#8,6362,
11,Thromaho,#44,#8,#100,#67,#1,#4,#15,#5,6363,
22,Truntakkas,#18,#5,#2,#23,#0,#6,#15,#8,6364,
22,Noidaulnun,#85,#2,#55,#43,#6,#9,#15,#8,6365,
22,Dhodhantial,#93,#10,#47,#22,#2,#3,#15,#8,6366,
22,Yaghiphrez,#63,#5,#96,#57,#1,#8,#15,#8,6367,
22,Driggik,#107,#14,#9,#32,#7,#8,#15,#8,6368,
25,Strirdulfis,#72,#0,#122,#16,#5,#0,#15,#8,6369,
25,Diobbioth,#42,#1,#122,#50,#5,#1,#15,#8,6370,
5,Untus,#120,#11,#122,#22,#0,#1,#6,#7,6371,
